name	targets
2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM	MME
1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)-2-(METHYLAMINO)ETHANONE	PIP
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	FGFR1
4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid	
4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline	
4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline	
4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid	
N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide	
2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide	ABL1
6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline	MET
S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] hexanethioate	
S-[2-({N-[(2S)-2-hydroxy-3,3-dimethyl-4-(phosphonooxy)butanoyl]-beta-alanyl}amino)ethyl] octanethioate	
SINAPINATE	XYNY
2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	DPP4
SYRINGATE	XYNY
1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE	IRAK4
5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	PTPN1
1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE	PTPN1
TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	CTSK
4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	ESR1,NCOA2
5'-deoxy-5'-piperidin-1-ylthymidine	RNASE1
6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	ACVR1,FKBP1A
4-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	GAG-POL,GAG-POL
N-[(4-methoxyphenyl)sulfonyl]-D-alanine	MMP12
5-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	GAG-POL
tributylstannanyl	NCOA2,RXRA
3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one	PDE7A
N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	
Triclosan	FABI,INHA,FABI,FABI,FABI
6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL	DECR1,FABI
(3R,4S)-1-[(4-AMINO-5H-PYRROLO[3,2-D]PYRIMIDIN-7-YL)METHYL]-4-[(METHYLSULFANYL)METHYL]PYRROLIDIN-3-OL	MTNN
(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	CYP2C8
4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE	PDK2
(N-{4-[(ETHYLANILINO)SULFONYL]-2-METHYLPHENYL}-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANAMIDE	PDK2
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE	PDK2
2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	CTSS
1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE	CES1P1
2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL	HDAC4
3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE	CELA1
2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM	ACHE
4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE	YARS
3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER	IGHG2
TESTOSTERONE HEMISUCCINATE	NCSA
{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide	CHRFAM7A
Thiamphenicol	DRAA
4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL	GAG-POL
2-[CARBOXY-(2-THIOPHEN-2-YL-ACETYLAMINO)-METHYL]-5-METHYLENE-5,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID	AMPC
BENZOTHIAZOLE	F2
Thiorphan	MME
(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE	FABB
(5R)-5-[(1E)-BUTA-1,3-DIENYL]-4-HYDROXY-3,5-DIMETHYLTHIOPHEN-2(5H)-ONE	FABB
N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	ATP5A1,ATP5B,ATP5C1
N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	PNMT
1,3,5-BENZENETRICARBOXYLIC ACID	HBA1,HBB
TNP-470	METAP2
6-BENZYL-1-BENZYLOXYMETHYL-5-ISOPROPYL URACIL	GAG-POL
N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID	IGHV3-30
2-Hydroxybenzalpyruvate	NAHD
4-(2-METHOXYPHENYL)-2-OXOBUT-3-ENOIC ACID	NAHD
2-AMINO-3-(1-HYDROPEROXY-1H-INDOL-3-YL)PROPAN-1-OL	KATG
Dapivirine	GAG-POL
(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	CELA1
(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	CELA1
(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine	DHFR
2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	MMP3
{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER	
6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	CA2
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	MAUC,MAUB,MAUA,MOXG,QHNDH,,
TRAZEOLIDE	IGKC
(1R,3S,5S,8R)-8-Hydroxy-2-oxabicyclo[3.3.1]non-6-ene-3,5-dicarboxylic acid	PHEA,AROH,MT1933
(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL	AAUA,AAUB
3'-THIO-THYMIDINE-5'-PHOSPHATE	ECORVR,TOP2B
2-(1H-INDOL-3-YL)ACETAMIDE	AAUA,AAUB
2-(1H-INDOL-3-YL)ETHANAMINE	AAUA,AAUB
TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	PNMT
9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE	CREBBP
5-amino-2-methyl-N-[(1R)-1-naphthalen-1-ylethyl]benzamide	REP
2-(4-(2-((3-(5-(PYRIDIN-2-YLTHIO)THIAZOL-2-YL)UREIDO)METHYL)-1H-IMIDAZOL-4-YL)PHENOXY)ACETIC ACID	FABK
ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE	BCHE
2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide	CA2
1,2,5,8-tetrahydroxyanthracene-9,10-dione	CSNK2A1
1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione	RNASE1
3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE	GAG-POL
4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE	GAG-POL
({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER	GAG-POL
6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE	GAG-POL
5-imino-4-(3-trifluoromethyl-phenylazo)-5H-pyrazol-3-ylamine	MAP
4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine	MAP
3-(5-amino-3-imino-3H-pyrazol-4-ylazo)-benzoic acid	MAP
METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE	MAP
METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE	MAP
5-IMINO-4-(2-TRIFLUOROMETHYL-PHENYLAZO)-5H-PYRAZOL-3-YLAMINE	MAP
4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE	DPP4
4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE	CDK2
(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE	FNTA,FNTB
(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid	PTGIS
(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	FNTA,FNTB
N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE	CDK2
(4-ETHYLPHENYL)SULFAMIC ACID	PTPRB
N-[4-CLORO-3-(T-BUTYLOXOME)PHENYL-2-METHYL-3-FURAN-CARBOTHIAMIDE	GAG-POL
1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE	GAG-POL
1-METHYL ETHYL 1-CHLORO-5-[[(5,6DIHYDRO-2-METHYL-1,4-OXATHIIN-3-YL)CARBONYL]AMINO]BENZOATE	GAG-POL
REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE	CHEK1
O-DECYL HYDROGEN THIOCARBONATE	FABH
1-(1,4-dimethyl-1,2,3,4-tetrahydroquinoxalin-6-yl)methanamine	
5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE	GAG-POL
N-[(1-CHLORO-4-HYDROXYISOQUINOLIN-3-YL)CARBONYL]GLYCINE	EGLN1,HIF1A
undecan-2-one	ACOT13
UBIQUINONE-1	PUFC,PUHA,PUFL,PUFM,SDHA,SDHB,SDHD,SDHC,DSBA,DSBB,NRFC,,
UBIQUINONE-2	SDHA,SDHB,SDHC,SDHD,CYC1,MT-CYB,UQCRC1,UQCRC2,UQCRH,UQCRQ,UQCRFS1,UQCR11,UQCRB,UQCR10,PUFC,PUHA,PUFL,PUFM,DSBB,PETB,PETA,PETC,PUFL,PUFM,PUHA
ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate	CLK1,CLK3
D-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid	CTRB1
L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid	CTRB1
9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol	CDK2,CCNA2
3-(4-nitrophenyl)-1H-pyrazole	HPGDS
4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide	PLAU
1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL	MURI
1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	CAMK2G
2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE	,
2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID	
12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one	MAP3K9
[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate	NAGZ
6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE	PIM1
(2S)-({(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}AMINO)(4-FLUOROPHENYL)ACETIC ACID	
4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine	PIM1
N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine	PIM1
2,3-diphenyl-1H-indole-7-carboxylic acid	PIM1
(5Z)-5-[(5-ETHYL-2-FURYL)METHYLENE]-2-{[(S)-(4-FLUOROPHENYL)(1H-TETRAZOL-5-YL)METHYL]AMINO}-1,3-THIAZOL-4(5H)-ONE	
Methyl vanillate	XYNY
11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID	FABH
2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL	
2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL	
2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL	
[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid	
4-(3-ethylthiophen-2-yl)benzene-1,2-diol	MAP
5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	
5-(5-(4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl osoxazole	
5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyl oxymethyleneoxymethyl) isoxazole	
5-(7-(6-chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	
5-(5-(2,6-DICHLORO-4-(4,5-DIHYDRO-2-OXAZOLY)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE	,
5-(5-(4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole	
5-(7-(5-hydro-4-ethyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	
5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	,,
5-(7-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	
5-(3-(2,6-dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)propyl)-3-methyl isoxazole	,
5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide	PDE5A
3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE	MAPK14
2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid	AMPC
NALPHA-[(BENZYLOXY)CARBONYL]-N-[(1R)-4-HYDROXY-1-METHYL-2-OXOBUTYL]-L-PHENYLALANINAMIDE	REP,
(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE	ADAM28
6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE	TYMS
R,S-Warfarin alcohol	
S,R-Warfarin alcohol	
(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL	ESR1
1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one	PREP
2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione	PREP
CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE	CTSD
5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine	FOLA
1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)	NCOA1,VDR
2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE	DPP4
6-methoxy-9-methyl[1,3]dioxolo[4,5-h]quinolin-8(9H)-one	NQO2
4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE	F10
1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE	F10
(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one	
4-(DIMETHYLAMINO)BENZOIC ACID	REP,ORF1AB
3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE	BACE1
1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE	NOS2
N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE	HRAS
N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	CTSS
4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE	DEF
(2E)-3-(3,4-DIHYDROXYPHENYL)-N-[2-(4-HYDROXYPHENYL)ETHYL]ACRYLAMIDE	DEF
N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	CTSS
(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE	PRKACA,PKIA,ROCK1,ROCK2
5-(2-chlorophenyl)furan-2-carbohydrazide	MAP
IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE	MAP
[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID	PIKAIV
(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid	PPARG
(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione	CYP121
O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID	CPA1
[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE	PRSS1
6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	CA2,MIF
L-PROLINE, 1-[(2S)-3-MERCAPTO-2-METHYL-1-OXOPROPYL]-4-(PHENYLTHIO)-, 4S	LAP3
2-(4-METHOXYPHENYL)ACETAMIDE	AAUA,AAUB
N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE	CDK2
4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol	ADORA2A
(5R)-2-[(2-fluorophenyl)amino]-5-(1-methylethyl)-1,3-thiazol-4(5H)-one	HSD11B1
3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID	AKR1B10,AKR1B1
RALOXIFENE CORE	ESR1,NCOA2
1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine	CHEK1
Nα-[(Benzyloxy)carbonyl]-N-[(2S)-4-fluoro-3-oxo-2-butanyl]-L-tyrosinamide	CTSF
N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE	CHEK1
5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE	CHEK1
[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone	CHEK1
2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol	CHEK1
6-MORPHOLIN-4-YL-9H-PURINE	CHEK1
1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE	CHEK1
4-(2-AMINOETHYL)BENZENESULFONAMIDE	CA2
(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid	PTPN1
2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID	NMRAL1
4-METHYL-2H-CHROMEN-2-ONE	CELH
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine	HSP90AA1
4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine	HSP90AA1
3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE	HSP90AA1
2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE	HSP90AA1
1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID	HPGDS
1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE	MET
Diloxanide	
Ethyl biscoumacetate	
Azidocillin	PBP2A,PBP1B,PBP3,PBPA,PENA
Pipazethate	
Salicylamide	
Sulfamoxole	
Antazoline	HRH1
Chloropyramine	HRH1
Dimetindene	HRH1,CHRM2
Isothipendyl	HRH1
Tymazoline	
Nandrolone decanoate	AR
Metiamide	HRH2
Roxatidine acetate	HRH2
Bopindolol	ADRB1,ADRB2,HTR1A,HTR1B,ADRB3
Bupranolol	ADRB1,ADRB2,ADRB3
Dichloroacetic Acid	PDK1
Cinitapride	HTR1A,HTR2A,HTR4
Tofisopam	PDE4A,PDE10A,PDE3A,PDE2A
Nadroparin	SERPINC1,SELP,FOS,MYC
Triflusal	PTGS1,NFKB1,NOS2,PDE10A
Lurasidone	DRD2,HTR2A,HTR7,HTR1A,ADRA2C,ADRA2A
Ticagrelor	P2RY12
Hyaluronic acid	CD44,ICAM1,HMMR,NCAN,VCAN,C1QBP,HAPLN1,HAPLN3,HAPLN4,HABP2,LAYN,STAB2,TNFAIP6,IMPG2,HABP4
Tafluprost	PTGFR
Ivacaftor	CFTR
Azilsartan medoxomil	AGTR1
Spinosad	
Ioflupane I-123	
Deferiprone	
Lomitapide	MTTP
Vismodegib	SMO
Dehydroascorbic Acid	
2-deoxyglucose	
Tauroursodeoxycholic acid	
Spaglumic Acid	
Temocapril	ACE
Tetraethylammonium	KCSA,CHRNA9,KCNMA1
Agmatine	ADRA2C,NISCH,CHRNA1,GRIN1,KCNJ1,CACNA1B,ASIC3
Tyramine	
Acetylcarnitine	
Uric Acid	PYGL
Ellagic Acid	CA1,CA2,CA3,CA4,CA5A,CA5B,CA6,CA7,CA9,CA12,CA14,CSNK2A1,PRKACA,PRKCA,PRKCB,SYK,SQLE
Hydroxyproline	
Guvacine	SLC6A13,SLC6A1,SLC6A11,SLC6A12
Pitavastatin	HMGCR
Cholecystokinin	
Rilpivirine	POL,NR1I2
Crizotinib	ALK,MET
Ulipristal	PGR,NR3C1,AR
Fingolimod	S1PR5
Tesamorelin	GHRHR
Brentuximab vedotin	TNFRSF8
